transaction_id,customer_id,age,gender,location,loyalty_tier,category,product,price,quantity,total_amount,rating,review,sentiment,payment_method,timestamp,will_purchase_again
TXN014311,CUST00663,59,Female,Dallas,Silver,Toys,Action Figure,80.68,2,161.36,1.0,Do not buy this! It is a scam. Product quality is absolutely terrible.,Negative,Google Pay,2024-01-05 00:00:00,0
TXN005658,CUST01423,63,Other,Chicago,Silver,Grocery,Olive Oil,27.5,5,137.5,4.0,Excellent value for money. Works as described and ships quickly.,Positive,PayPal,2024-04-08 00:00:00,0
TXN013292,CUST01096,29,Female,San Diego,Silver,Beauty,Lipstick,34.14,2,68.28,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Credit Card,2023-04-08 00:00:00,1
TXN006012,CUST01172,49,Female,New York,Bronze,Grocery,Nuts Mix,46.18,3,138.54,3.0,"Not bad, not great. Pretty much what I expected for the price.",Neutral,Debit Card,2022-09-27 00:00:00,1
TXN008697,CUST01950,28,Other,Chicago,Silver,Sports,Running Shoes,106.55,3,319.65,5.0,Excellent value for money. Works as described and ships quickly.,Positive,PayPal,2022-02-04 00:00:00,1
TXN006854,CUST01804,55,Female,San Jose,Silver,Beauty,Lipstick,34.04,5,170.2,3.0,"It's alright. Nothing to write home about, just average.",Neutral,PayPal,2024-01-13 00:00:00,0
TXN008455,CUST00418,26,Other,San Antonio,Gold,Toys,Doll,28.39,5,141.95,1.0,Do not buy this! It is a scam. Product quality is absolutely terrible.,Negative,Debit Card,2022-04-19 00:00:00,0
TXN010872,CUST00201,23,Male,Phoenix,Bronze,Jewelry,Bracelet,379.05,1,379.05,5.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,Debit Card,2024-02-05 00:00:00,0
TXN008774,CUST01982,29,Other,San Antonio,Silver,Grocery,Protein Bar,42.63,4,170.52,2.0,Very poor quality. I would not recommend this product to anyone.,Negative,Credit Card,2022-02-01 00:00:00,0
TXN007986,CUST01398,45,Other,San Diego,Bronze,Automotive,Floor Mats,112.68,3,338.04,5.0,Absolutely love this product! Exceeded all my expectations.,Positive,PayPal,2023-09-08 00:00:00,1
TXN003949,CUST01337,39,Female,New York,Bronze,Automotive,Tire Inflator,106.98,2,213.96,3.0,Acceptable product. Some assembly required and instructions unclear.,Neutral,Credit Card,2022-08-16 00:00:00,0
TXN003423,CUST00369,65,Male,Dallas,Silver,Books,Biography,39.77,5,198.85,5.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Debit Card,2024-10-01 00:00:00,1
TXN008285,CUST00460,50,Female,San Diego,Bronze,Home & Kitchen,Cookware,65.22,4,260.88,3.0,Acceptable product. Some assembly required and instructions unclear.,Neutral,Google Pay,2022-10-01 00:00:00,0
TXN012159,CUST00918,65,Male,New York,Silver,Sports,Running Shoes,50.21,4,200.84,1.0,Terrible product! Broke after just two days of use. Very disappointed.,Negative,Apple Pay,2022-04-14 00:00:00,0
TXN013226,CUST01157,22,Female,Phoenix,Bronze,Automotive,Tire Inflator,37.75,2,75.5,4.0,Very happy with this purchase. Great customer service too.,Positive,Apple Pay,2022-11-26 00:00:00,1
TXN008846,CUST00019,19,Male,New York,Platinum,Grocery,Olive Oil,46.9,1,46.9,5.0,Outstanding quality! The product is even better than the pictures.,Positive,Credit Card,2023-08-26 00:00:00,0
TXN004281,CUST00840,36,Female,Los Angeles,Silver,Electronics,Laptop,269.19,1,269.19,5.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Google Pay,2023-02-06 00:00:00,0
TXN005720,CUST00217,66,Female,Phoenix,Bronze,Electronics,Tablet,568.73,2,1137.46,3.0,"Not bad, not great. Pretty much what I expected for the price.",Neutral,Apple Pay,2023-04-07 00:00:00,0
TXN014925,CUST01474,40,Other,San Diego,Bronze,Beauty,Face Cream,85.22,5,426.1,2.0,Complete waste of money. Does not work as advertised at all.,Negative,Credit Card,2024-12-02 00:00:00,1
TXN014727,CUST01654,41,Male,Dallas,Bronze,Clothing,T-Shirt,37.41,3,112.23,2.0,Extremely disappointed. Nothing like the pictures shown on website.,Negative,Apple Pay,2022-01-11 00:00:00,0
TXN002449,CUST01198,32,Female,Dallas,Silver,Toys,Board Game,47.59,2,95.18,5.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Credit Card,2024-04-27 00:00:00,1
TXN006099,CUST01196,59,Female,San Antonio,Platinum,Beauty,Face Cream,77.57,1,77.57,2.0,Terrible product! Broke after just two days of use. Very disappointed.,Negative,PayPal,2024-10-14 00:00:00,1
TXN009672,CUST00457,32,Other,Dallas,Bronze,Home & Kitchen,Blender,69.8,5,349.0,4.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Apple Pay,2023-06-21 00:00:00,0
TXN001563,CUST01625,24,Male,Houston,Platinum,Beauty,Perfume,40.83,4,163.32,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Google Pay,2023-01-03 00:00:00,1
TXN005557,CUST00328,63,Male,San Jose,Silver,Sports,Yoga Mat,55.03,4,220.12,3.0,"Not bad, not great. Pretty much what I expected for the price.",Neutral,Apple Pay,2023-11-15 00:00:00,0
TXN003590,CUST01089,43,Female,Los Angeles,Silver,Electronics,Laptop,189.44,1,189.44,3.0,Average quality. Meets basic requirements but could be better.,Neutral,Google Pay,2024-05-26 00:00:00,0
TXN005426,CUST01093,50,Male,Los Angeles,Silver,Home & Kitchen,Lamp,86.72,3,260.16,5.0,Excellent value for money. Works as described and ships quickly.,Positive,Credit Card,2022-02-06 00:00:00,1
TXN012442,CUST00833,55,Other,New York,Bronze,Home & Kitchen,Vacuum,67.41,4,269.64,3.0,Works most of the time. Quality seems okay for everyday use.,Neutral,Google Pay,2023-06-11 00:00:00,0
TXN012036,CUST01391,27,Female,San Diego,Bronze,Toys,LEGO Set,89.67,2,179.34,5.0,Superb quality. Will recommend to all my friends and family.,Positive,Credit Card,2022-09-21 00:00:00,1
TXN013658,CUST01372,18,Female,San Antonio,Silver,Books,Cookbook,16.29,5,81.45,3.0,"Product is okay, does the job but nothing special.",Neutral,Google Pay,2022-04-27 00:00:00,0
TXN014877,CUST01948,46,Female,Chicago,Silver,Jewelry,Gold Ring,157.2,1,157.2,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Google Pay,2024-07-19 00:00:00,0
TXN002627,CUST00411,44,Male,Philadelphia,Silver,Clothing,Dress,144.96,4,579.84,5.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Debit Card,2024-03-24 00:00:00,1
TXN010633,CUST01773,49,Female,San Jose,Bronze,Sports,Tennis Racket,235.17,1,235.17,5.0,Very happy with this purchase. Great customer service too.,Positive,Debit Card,2023-09-16 00:00:00,0
TXN009446,CUST01784,28,Male,Houston,Gold,Books,Cookbook,34.52,4,138.08,5.0,Very happy with this purchase. Great customer service too.,Positive,Apple Pay,2024-09-12 00:00:00,0
TXN012582,CUST01864,53,Other,Houston,Silver,Beauty,Sunscreen,55.38,5,276.9,5.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Debit Card,2024-03-22 00:00:00,0
TXN009809,CUST01903,53,Female,Los Angeles,Bronze,Automotive,Dash Cam,102.8,5,514.0,2.0,Waste of time and money. Product malfunctioned right out of the box.,Negative,Credit Card,2024-05-27 00:00:00,0
TXN003823,CUST00707,23,Other,Philadelphia,Silver,Books,Biography,11.64,2,23.28,4.0,Great quality and fast shipping. Will definitely buy again.,Positive,Debit Card,2024-03-27 00:00:00,0
TXN014568,CUST00022,47,Other,Los Angeles,Silver,Home & Kitchen,Cookware,98.37,5,491.85,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,PayPal,2022-09-29 00:00:00,1
TXN009220,CUST00921,64,Male,San Diego,Gold,Toys,Action Figure,75.51,5,377.55,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Apple Pay,2023-09-02 00:00:00,1
TXN005465,CUST00512,39,Other,Chicago,Bronze,Electronics,Camera,647.68,4,2590.72,5.0,Outstanding quality! The product is even better than the pictures.,Positive,Google Pay,2024-09-15 00:00:00,1
TXN004011,CUST01623,27,Other,Phoenix,Silver,Sports,Running Shoes,106.63,4,426.52,5.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,PayPal,2024-12-28 00:00:00,1
TXN011342,CUST01876,66,Other,Philadelphia,Bronze,Beauty,Shampoo,21.57,4,86.28,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Debit Card,2023-06-14 00:00:00,1
TXN012383,CUST01625,24,Male,Houston,Platinum,Clothing,Jacket,141.88,3,425.64,5.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Debit Card,2023-10-25 00:00:00,0
TXN000658,CUST01399,49,Other,San Diego,Gold,Home & Kitchen,Coffee Maker,177.97,5,889.85,3.0,Average quality. Meets basic requirements but could be better.,Neutral,Google Pay,2023-07-12 00:00:00,0
TXN000765,CUST00265,36,Other,Los Angeles,Silver,Automotive,Tire Inflator,127.8,1,127.8,3.0,Acceptable product. Some assembly required and instructions unclear.,Neutral,Debit Card,2022-03-31 00:00:00,0
TXN013444,CUST01674,35,Male,Los Angeles,Silver,Grocery,Protein Bar,13.58,5,67.9,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Credit Card,2022-04-11 00:00:00,0
TXN008279,CUST00149,56,Male,Phoenix,Silver,Jewelry,Diamond Earrings,398.63,4,1594.52,3.0,It's fine I guess. Does what it says but looks cheap.,Neutral,Google Pay,2023-09-13 00:00:00,0
TXN012701,CUST00848,62,Male,San Antonio,Platinum,Books,Biography,46.91,1,46.91,2.0,Waste of time and money. Product malfunctioned right out of the box.,Negative,Google Pay,2022-06-02 00:00:00,0
TXN008785,CUST01325,61,Other,Los Angeles,Bronze,Sports,Dumbbells,194.62,4,778.48,4.0,Very happy with this purchase. Great customer service too.,Positive,Debit Card,2022-11-04 00:00:00,1
TXN011301,CUST00445,19,Other,Houston,Gold,Beauty,Face Cream,24.36,1,24.36,3.0,"Product is okay, does the job but nothing special.",Neutral,PayPal,2024-05-28 00:00:00,1
TXN010318,CUST01122,54,Female,San Antonio,Silver,Sports,Tennis Racket,196.97,2,393.94,5.0,Superb quality. Will recommend to all my friends and family.,Positive,PayPal,2024-03-13 00:00:00,1
TXN013896,CUST01085,62,Other,New York,Silver,Beauty,Face Cream,22.19,3,66.57,4.0,Great quality and fast shipping. Will definitely buy again.,Positive,Apple Pay,2024-06-11 00:00:00,1
TXN011490,CUST00343,24,Other,Houston,Gold,Grocery,Green Tea,39.47,5,197.35,3.0,Decent product for the price. Some minor issues though.,Neutral,Google Pay,2024-12-19 00:00:00,0
TXN008867,CUST00498,57,Male,San Diego,Bronze,Jewelry,Bracelet,408.36,3,1225.08,2.0,Terrible product! Broke after just two days of use. Very disappointed.,Negative,Apple Pay,2024-09-29 00:00:00,0
TXN011747,CUST01002,68,Other,Philadelphia,Bronze,Electronics,Laptop,444.62,5,2223.1,1.0,Worst purchase I have made. Product arrived damaged and unusable.,Negative,Credit Card,2024-01-30 00:00:00,0
TXN010724,CUST00012,28,Female,Dallas,Gold,Sports,Bicycle,189.58,2,379.16,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Credit Card,2023-08-14 00:00:00,1
TXN011176,CUST00247,55,Male,Dallas,Bronze,Toys,LEGO Set,50.08,5,250.4,4.0,Superb quality. Will recommend to all my friends and family.,Positive,Google Pay,2024-01-27 00:00:00,1
TXN006823,CUST01254,25,Other,Philadelphia,Gold,Jewelry,Diamond Earrings,139.58,3,418.74,3.0,It's fine I guess. Does what it says but looks cheap.,Neutral,Google Pay,2022-01-24 00:00:00,1
TXN007224,CUST01472,47,Female,San Antonio,Platinum,Toys,LEGO Set,104.68,2,209.36,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Google Pay,2024-08-17 00:00:00,1
TXN012193,CUST01304,64,Other,Los Angeles,Silver,Toys,Board Game,77.98,1,77.98,5.0,Superb quality. Will recommend to all my friends and family.,Positive,Debit Card,2024-09-16 00:00:00,1
TXN009516,CUST00608,52,Male,Houston,Silver,Home & Kitchen,Cookware,124.53,5,622.65,4.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Apple Pay,2022-08-08 00:00:00,1
TXN007019,CUST00966,47,Other,Los Angeles,Gold,Books,Self-Help,49.85,5,249.25,3.0,It works as described. Nothing extraordinary about it.,Neutral,Debit Card,2022-03-02 00:00:00,1
TXN007800,CUST01787,45,Other,Los Angeles,Silver,Automotive,Air Freshener,81.97,4,327.88,3.0,Decent product for the price. Some minor issues though.,Neutral,Debit Card,2022-12-18 00:00:00,1
TXN013935,CUST00860,43,Male,San Antonio,Gold,Clothing,Jeans,121.78,1,121.78,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Google Pay,2024-04-15 00:00:00,0
TXN013571,CUST00541,27,Other,Philadelphia,Bronze,Toys,LEGO Set,36.35,5,181.75,2.0,Complete waste of money. Does not work as advertised at all.,Negative,Debit Card,2022-04-09 00:00:00,0
TXN011635,CUST00696,65,Other,Chicago,Silver,Clothing,Jacket,44.53,4,178.12,3.0,Works most of the time. Quality seems okay for everyday use.,Neutral,Credit Card,2024-03-15 00:00:00,0
TXN011389,CUST01073,32,Other,Phoenix,Bronze,Jewelry,Watch,428.73,2,857.46,2.0,Do not buy this! It is a scam. Product quality is absolutely terrible.,Negative,Debit Card,2024-01-01 00:00:00,0
TXN001731,CUST00271,24,Male,New York,Bronze,Beauty,Face Cream,86.38,4,345.52,4.0,Great quality and fast shipping. Will definitely buy again.,Positive,Credit Card,2023-11-10 00:00:00,1
TXN001715,CUST00059,24,Male,Houston,Silver,Clothing,Jeans,113.41,2,226.82,2.0,Do not buy this! It is a scam. Product quality is absolutely terrible.,Negative,Debit Card,2024-02-15 00:00:00,0
TXN006054,CUST01711,62,Female,San Diego,Bronze,Electronics,Tablet,723.06,3,2169.18,4.0,Superb quality. Will recommend to all my friends and family.,Positive,Google Pay,2022-12-08 00:00:00,0
TXN002302,CUST01541,28,Male,Philadelphia,Bronze,Grocery,Olive Oil,48.48,2,96.96,3.0,,Neutral,Credit Card,2023-07-19 00:00:00,0
TXN010880,CUST01075,66,Female,Dallas,Bronze,Automotive,Floor Mats,103.05,3,309.15,,Superb quality. Will recommend to all my friends and family.,Positive,Apple Pay,2022-06-13 00:00:00,0
TXN008132,CUST01802,41,Male,New York,Gold,Grocery,Nuts Mix,25.38,4,101.52,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Credit Card,2022-05-21 00:00:00,0
TXN003316,CUST00118,22,Male,Philadelphia,Silver,Automotive,Car Cover,52.97,3,158.91,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Google Pay,2023-02-24 00:00:00,1
TXN004376,CUST01782,54,Other,Phoenix,Silver,Jewelry,Gold Ring,493.42,3,1480.26,5.0,,Positive,Debit Card,2024-03-11 00:00:00,1
TXN005381,CUST01566,26,Male,Chicago,Platinum,Home & Kitchen,Vacuum,122.33,3,366.99,3.0,Decent product for the price. Some minor issues though.,Neutral,Credit Card,2023-07-30 00:00:00,0
TXN002663,CUST00639,29,Female,New York,Silver,Sports,Bicycle,81.83,5,409.15,2.0,Do not buy this! It is a scam. Product quality is absolutely terrible.,Negative,Debit Card,2024-10-30 00:00:00,0
TXN003257,CUST00966,47,Other,Los Angeles,Gold,Books,Biography,38.37,3,115.11,5.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Apple Pay,2023-03-19 00:00:00,1
TXN006791,CUST01182,64,Male,San Diego,Bronze,Grocery,Olive Oil,45.4,2,90.8,3.0,,Neutral,Credit Card,2023-04-02 00:00:00,1
TXN008631,CUST00889,32,Female,Dallas,Silver,Books,Self-Help,18.47,2,36.94,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Apple Pay,2023-09-27 00:00:00,1
TXN011622,CUST00575,30,Female,New York,Bronze,Sports,Dumbbells,198.91,2,397.82,3.0,Decent product for the price. Some minor issues though.,Neutral,Apple Pay,2023-02-01 00:00:00,0
TXN007182,CUST01866,31,Male,San Diego,Bronze,Grocery,Green Tea,19.64,1,19.64,2.0,Do not buy this! It is a scam. Product quality is absolutely terrible.,Negative,Apple Pay,2023-05-28 00:00:00,1
TXN007699,CUST00289,24,Other,Los Angeles,Silver,Toys,Action Figure,40.88,4,163.52,5.0,Absolutely love this product! Exceeded all my expectations.,Positive,Debit Card,2022-08-19 00:00:00,0
TXN006761,CUST00923,33,Female,Houston,Bronze,Toys,LEGO Set,65.23,4,260.92,4.0,Very happy with this purchase. Great customer service too.,Positive,PayPal,2023-09-08 00:00:00,1
TXN003939,CUST01762,26,Female,Los Angeles,Silver,Beauty,Shampoo,63.35,5,316.75,2.0,Complete waste of money. Does not work as advertised at all.,Negative,Debit Card,2023-11-23 00:00:00,1
TXN005563,CUST00199,20,Male,San Jose,Bronze,Sports,Running Shoes,154.19,5,770.95,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Apple Pay,2024-10-16 00:00:00,1
TXN003234,CUST00114,25,Female,Phoenix,Silver,Jewelry,Bracelet,391.51,5,1957.55,5.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Google Pay,2024-10-15 00:00:00,1
TXN005445,CUST01663,43,Other,San Diego,Silver,Jewelry,Bracelet,154.14,3,462.42,4.0,,Positive,Debit Card,2022-01-22 00:00:00,1
TXN005763,CUST01546,56,Female,San Antonio,Bronze,Toys,Board Game,27.88,5,139.4,1.0,Horrible experience! Customer service was useless and product failed.,Negative,Debit Card,2022-05-25 00:00:00,1
TXN000169,CUST01595,34,Male,San Antonio,Silver,Home & Kitchen,Cookware,132.77,4,531.08,3.0,"Product is okay, does the job but nothing special.",Neutral,Credit Card,2022-07-09 00:00:00,0
TXN000829,CUST01292,63,Other,San Jose,Bronze,Electronics,Tablet,744.15,5,3720.75,1.0,Horrible experience! Customer service was useless and product failed.,Negative,Apple Pay,2023-11-25 00:00:00,0
TXN014140,CUST01306,26,Male,Phoenix,Silver,Sports,Tennis Racket,150.43,2,300.86,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,Debit Card,2024-03-07 00:00:00,1
TXN007147,CUST00519,47,Male,San Diego,Bronze,Home & Kitchen,Cookware,148.13,2,296.26,5.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Debit Card,2022-10-20 00:00:00,1
TXN013566,CUST01099,43,Female,Philadelphia,Silver,Jewelry,Diamond Earrings,228.93,3,686.79,2.0,Disgusting quality. Returning immediately. This is completely unacceptable.,Negative,Debit Card,2024-03-09 00:00:00,0
TXN011127,CUST00848,62,Male,San Antonio,Platinum,Clothing,Jacket,115.62,1,115.62,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Debit Card,2024-06-14 00:00:00,1
TXN006418,CUST01767,52,Male,Philadelphia,Silver,Grocery,Green Tea,43.33,3,129.99,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Apple Pay,2023-05-15 00:00:00,1
TXN011546,CUST00533,54,Male,Los Angeles,Platinum,Automotive,Tire Inflator,47.83,3,143.49,4.0,Excellent value for money. Works as described and ships quickly.,Positive,Credit Card,2024-10-11 00:00:00,0
TXN003387,CUST00501,33,Other,Dallas,Gold,Jewelry,Watch,159.25,5,796.25,5.0,Very happy with this purchase. Great customer service too.,Positive,Debit Card,2023-03-28 00:00:00,1
TXN006951,CUST01037,58,Male,Chicago,Bronze,Grocery,Protein Bar,55.24,1,55.24,3.0,It works as described. Nothing extraordinary about it.,Neutral,Google Pay,2023-10-24 00:00:00,1
TXN000435,CUST01878,34,Other,Houston,Bronze,Home & Kitchen,Cookware,141.28,3,423.84,3.0,Mediocre quality. Was expecting more based on the description.,Neutral,Credit Card,2024-11-19 00:00:00,0
TXN009572,CUST00902,22,Male,New York,Bronze,Toys,Puzzle,43.44,3,130.32,5.0,Excellent value for money. Works as described and ships quickly.,Positive,Apple Pay,2024-04-16 00:00:00,1
TXN001303,CUST01861,56,Other,Dallas,Bronze,Sports,Tennis Racket,171.96,5,859.8,2.0,Horrible experience! Customer service was useless and product failed.,Negative,Apple Pay,2024-05-31 00:00:00,0
TXN003291,CUST00728,20,Female,Philadelphia,Silver,Toys,Action Figure,23.59,1,23.59,4.0,Great quality and fast shipping. Will definitely buy again.,Positive,Debit Card,2022-01-26 00:00:00,1
TXN011607,CUST00686,26,Male,San Jose,Silver,Grocery,Organic Coffee,55.75,5,278.75,5.0,This is exactly what I needed. Highly recommend to everyone.,Positive,PayPal,2022-11-18 00:00:00,1
TXN008481,CUST01648,35,Female,Dallas,Silver,Grocery,Olive Oil,57.74,5,288.7,3.0,It works as described. Nothing extraordinary about it.,Neutral,Credit Card,2022-02-12 00:00:00,0
TXN011636,CUST01701,27,Other,San Jose,Silver,Jewelry,Bracelet,288.16,2,576.32,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Google Pay,2022-10-02 00:00:00,0
TXN002702,CUST01479,34,Male,New York,Bronze,Automotive,Air Freshener,66.56,3,199.68,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Credit Card,2023-03-10 00:00:00,0
TXN005555,CUST01713,47,Male,San Jose,Bronze,Automotive,Floor Mats,27.74,1,27.74,5.0,Outstanding quality! The product is even better than the pictures.,Positive,Credit Card,2024-07-28 00:00:00,0
TXN006889,CUST01841,30,Other,Los Angeles,Bronze,Electronics,Camera,594.87,3,1784.61,1.0,Extremely disappointed. Nothing like the pictures shown on website.,Negative,Google Pay,2022-09-13 00:00:00,1
TXN011653,CUST00082,48,Female,Los Angeles,Gold,Beauty,Lipstick,61.05,4,244.2,1.0,Worst purchase I have made. Product arrived damaged and unusable.,Negative,Debit Card,2022-07-24 00:00:00,0
TXN011592,CUST00415,34,Male,Houston,Bronze,Beauty,Shampoo,43.88,3,131.64,5.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Debit Card,2024-06-09 00:00:00,0
TXN004827,CUST00852,66,Female,San Antonio,Silver,Beauty,Lipstick,56.86,2,113.72,3.0,Mediocre quality. Was expecting more based on the description.,Neutral,PayPal,2024-12-02 00:00:00,1
TXN012017,CUST01418,52,Female,San Jose,Silver,Jewelry,Gold Ring,307.2,4,1228.8,4.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Credit Card,2023-05-25 00:00:00,1
TXN007673,CUST01617,43,Female,Philadelphia,Bronze,Clothing,Dress,33.87,2,67.74,2.0,Do not buy this! It is a scam. Product quality is absolutely terrible.,Negative,Debit Card,2024-10-13 00:00:00,0
TXN014297,CUST01603,25,Male,Philadelphia,Silver,Home & Kitchen,Coffee Maker,61.72,4,246.88,4.0,Very happy with this purchase. Great customer service too.,Positive,Credit Card,2024-11-23 00:00:00,1
TXN001963,CUST01247,22,Male,San Diego,Gold,Jewelry,Bracelet,175.67,3,527.01,5.0,Outstanding quality! The product is even better than the pictures.,Positive,Credit Card,2023-10-03 00:00:00,1
TXN007822,CUST01953,19,Female,Houston,Bronze,Clothing,Shoes,67.53,4,270.12,4.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,Credit Card,2024-10-03 00:00:00,1
TXN003214,CUST01783,51,Female,Los Angeles,Bronze,Beauty,Shampoo,49.43,4,197.72,3.0,Works most of the time. Quality seems okay for everyday use.,Neutral,PayPal,2023-08-05 00:00:00,0
TXN001088,CUST00205,54,Male,New York,Silver,Sports,Tennis Racket,73.16,5,365.8,3.0,Acceptable product. Some assembly required and instructions unclear.,Neutral,Debit Card,2024-02-05 00:00:00,1
TXN014016,CUST01093,50,Male,Los Angeles,Silver,Electronics,Smartphone,622.99,1,622.99,2.0,Complete waste of money. Does not work as advertised at all.,Negative,PayPal,2024-06-07 00:00:00,1
TXN005558,CUST00840,36,Female,Los Angeles,Silver,Toys,Board Game,36.2,4,144.8,5.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Debit Card,2024-09-18 00:00:00,1
TXN009179,CUST01882,41,Other,Dallas,Bronze,Electronics,Tablet,484.25,1,484.25,4.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,Apple Pay,2024-03-31 00:00:00,0
TXN000047,CUST01807,65,Female,San Jose,Bronze,Books,Biography,45.85,1,45.85,5.0,Very happy with this purchase. Great customer service too.,Positive,Debit Card,2024-07-28 00:00:00,1
TXN007472,CUST01086,61,Female,San Diego,Platinum,Beauty,Lipstick,32.1,1,32.1,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Google Pay,2022-07-03 00:00:00,1
TXN011604,CUST01353,24,Other,Dallas,Silver,Jewelry,Silver Necklace,154.35,4,617.4,4.0,Excellent value for money. Works as described and ships quickly.,Positive,Google Pay,2023-06-15 00:00:00,1
TXN014301,CUST01712,31,Other,Phoenix,Bronze,Clothing,Shoes,111.3,3,333.9,5.0,Very happy with this purchase. Great customer service too.,Positive,Debit Card,2022-08-07 00:00:00,0
TXN014537,CUST00995,63,Female,Philadelphia,Silver,Home & Kitchen,Coffee Maker,98.02,2,196.04,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,PayPal,2023-02-07 00:00:00,1
TXN000374,CUST00979,39,Female,San Jose,Bronze,Books,Biography,28.76,2,57.52,1.0,Do not buy this! It is a scam. Product quality is absolutely terrible.,Negative,Apple Pay,2024-09-07 00:00:00,0
TXN009900,CUST00468,62,Female,New York,Silver,Toys,LEGO Set,75.03,1,75.03,5.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Google Pay,2022-12-11 00:00:00,1
TXN007540,CUST00874,32,Other,New York,Silver,Books,Biography,15.95,2,31.9,5.0,Excellent value for money. Works as described and ships quickly.,Positive,Apple Pay,2024-05-05 00:00:00,1
TXN012110,CUST00846,18,Female,New York,Silver,Jewelry,Watch,138.1,4,552.4,5.0,Very happy with this purchase. Great customer service too.,Positive,Debit Card,2022-07-18 00:00:00,1
TXN012980,CUST00412,59,Other,Houston,Gold,Automotive,Tire Inflator,43.53,2,87.06,,Absolutely love this product! Exceeded all my expectations.,Positive,Credit Card,2023-05-17 00:00:00,0
TXN000574,CUST01851,60,Other,Los Angeles,Silver,Clothing,Jacket,78.42,2,156.84,5.0,Excellent value for money. Works as described and ships quickly.,Positive,PayPal,2023-01-24 00:00:00,0
TXN009188,CUST00570,57,Male,Dallas,Bronze,Books,Self-Help,48.31,4,193.24,3.0,Acceptable product. Some assembly required and instructions unclear.,Neutral,Debit Card,2022-03-02 00:00:00,0
TXN014794,CUST01460,55,Female,Dallas,Silver,Jewelry,Gold Ring,179.59,2,359.18,4.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Credit Card,2022-01-06 00:00:00,1
TXN010199,CUST01892,49,Other,Phoenix,Bronze,Sports,Bicycle,205.5,1,205.5,4.0,Superb quality. Will recommend to all my friends and family.,Positive,Debit Card,2024-07-18 00:00:00,1
TXN012732,CUST01042,51,Male,Dallas,Gold,Toys,Board Game,26.04,3,78.12,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,Google Pay,2024-02-09 00:00:00,1
TXN005067,CUST00701,34,Male,San Diego,Bronze,Clothing,Shoes,99.25,4,397.0,4.0,Superb quality. Will recommend to all my friends and family.,Positive,Google Pay,2022-11-06 00:00:00,0
TXN002125,CUST01504,58,Male,San Diego,Gold,Electronics,Camera,336.52,2,673.04,3.0,Average quality. Meets basic requirements but could be better.,Neutral,Apple Pay,2022-07-16 00:00:00,0
TXN001748,CUST01791,42,Other,Phoenix,Silver,Sports,Dumbbells,56.75,2,113.5,5.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Debit Card,2023-06-27 00:00:00,1
TXN005187,CUST00325,42,Female,Los Angeles,Bronze,Automotive,Floor Mats,133.8,3,401.4,5.0,Superb quality. Will recommend to all my friends and family.,Positive,Debit Card,2022-06-03 00:00:00,1
TXN011234,CUST00520,63,Other,Philadelphia,Bronze,Grocery,Nuts Mix,20.6,1,20.6,4.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Credit Card,2024-05-24 00:00:00,1
